LGL Constituent ID,Constituent Name,Constituent Type,Contact Type,Prefix,First Name,Last Name,Middle Name,Maiden name,Suffix,Nick Name,Addressee,Annual Report Name,Spouse Name,Spouse Nick Name,Salutation,Alt. Addressee,Alt. Salutation,Honorary Name,Assistant Name,Job Title,Org Name,Groups,Communication Tags,Giving Status,Acknowledgment Preference,Newsletter,Tags,Background Info,Deceased?,Deceased Date,Date Added
946642,Rebekah Hensley,Individual,Primary,"",Rebekah,Hensley,"","",,Other names: Wyndy Rebecca Hensley,Rebekah Hensley,Rebekah Hensley,"","",Rebekah,Rebekah Hensley,Rebekah,Rebekah Hensley,,"",Intuitive Massage,Mutual tours,No valid address,Non Donor,,Subscribe,art;body work,"Send an inquiry through our website, I followed up with an email
No computer volunteering. ",No,,2020-03-19
946647,Esme Brown,Individual,Primary,,Esme,Brown,,,,,Esme Brown,Esme Brown,,,Esme,Esme Brown,Esme,Esme Brown,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946652,Doris Ivie,Individual,Primary,,Doris,Ivie,,,,,Doris Ivie,Doris Ivie,,,Doris,Doris Ivie,Doris,Doris Ivie,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946657,Annie Gray,Individual,Primary,"",Annie,Gray,"","",,"",Annie Gray,Annie Gray,"","",Annie,Annie Gray,Annie,Annie Gray,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946662,DR. Proffitt,Individual,Primary,"",DR. Bob,Proffitt,"","",,"",DR. Proffitt,DR. Proffitt,"","",Bob,DR. Proffitt,Bob,DR. Proffitt,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946667,Chris Ford,Individual,Primary,,Chris,Ford,,,,,Chris Ford,Chris Ford,,,Chris,Chris Ford,Chris,Chris Ford,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946672,Lance Cooper,Individual,Primary,,Lance,Cooper,,,,,Lance Cooper,Lance Cooper,,,Lance,Lance Cooper,Lance,Lance Cooper,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946677,Julian Ahler,Individual,Primary,,Julian,Ahler,,,,,Julian Ahler,Julian Ahler,,,Julian,Julian Ahler,Julian,Julian Ahler,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946682,Kellyn Green,Individual,Primary,,Kellyn,Green,,,,,Kellyn Green,Kellyn Green,,,Kellyn,Kellyn Green,Kellyn,Kellyn Green,,,,Mutual tours,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
946687,Cheryl Levesque,Individual,Primary,,Cheryl,Levesque,,,,,Cheryl Levesque,Cheryl Levesque,,,Cheryl,Cheryl Levesque,Cheryl,Cheryl Levesque,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
946692,Jane Flanagan,Individual,Primary,,Jane,Flanagan,,,,,Jane Flanagan,Jane Flanagan,,,Jane,Jane Flanagan,Jane,Jane Flanagan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946697,Mark Pilson,Individual,Primary,,Mark,Pilson,,,,,Mark Pilson,Mark Pilson,,,Mark,Mark Pilson,Mark,Mark Pilson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946702,Jay Giganti,Individual,Primary,,Jay,Giganti,,,,,Jay Giganti,Jay Giganti,,,Jay,Jay Giganti,Jay,Jay Giganti,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946707,Andrea McGinn,Individual,Primary,,Andrea,McGinn,,,,,Andrea McGinn,Andrea McGinn,,,Andrea,Andrea McGinn,Andrea,Andrea McGinn,,,,Mutual tours,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946712,Steve Hamilton,Individual,Primary,,Steve,Hamilton,,,,,Steve Hamilton,Steve Hamilton,,,Steve,Steve Hamilton,Steve,Steve Hamilton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946717,Becky Newport,Individual,Primary,,Becky,Newport,,,,,Becky Newport,Becky Newport,,,Becky,Becky Newport,Becky,Becky Newport,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946722,Angie Palau,Individual,Primary,,Angie,Palau,,,,,Angie Palau,Angie Palau,,,Angie,Angie Palau,Angie,Angie Palau,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946727,Erik Daugherty,Individual,Primary,,Erik,Daugherty,,,,,Erik Daugherty,Erik Daugherty,,,Erik,Erik Daugherty,Erik,Erik Daugherty,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946732,Jacklyn Stanton,Individual,Primary,,Jacklyn,Stanton,,,,,Jacklyn Stanton,Jacklyn Stanton,,,Jacklyn,Jacklyn Stanton,Jacklyn,Jacklyn Stanton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946737,Francois Pin,Individual,Primary,,Francois,Pin,,,,,Francois Pin,Francois Pin,,,Francois,Francois Pin,Francois,Francois Pin,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946742,Melissa Tyrrell,Individual,Primary,,Melissa,Tyrrell,,,,,Melissa Tyrrell,Melissa Tyrrell,,,Melissa,Melissa Tyrrell,Melissa,Melissa Tyrrell,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946747,Donna Stokes,Individual,Primary,,Donna,Stokes,,,,,Donna Stokes,Donna Stokes,,,Donna,Donna Stokes,Donna,Donna Stokes,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946752,Cris Van Horn,Individual,Primary,,Cris,Van Horn,,,,,Cris Van Horn,Cris Van Horn,,,Cris,Cris Van Horn,Cris,Cris Van Horn,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946757,Travis Monday,Individual,Primary,"",Travis,Monday,"","",,"",Travis Monday,Travis Monday,"","",Travis,Travis Monday,Travis,Travis Monday,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,VCO-Email,,No,,2020-03-19
946762,Finbarr Saunders,Individual,Primary,"",Finbarr,Saunders,"","",,"",Finbarr Saunders,Finbarr Saunders,"","",Finbarr,Finbarr Saunders,Finbarr,Finbarr Saunders,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946767,Aimee Heavey,Individual,Primary,,Aimee,Heavey,,,,,Aimee Heavey,Aimee Heavey,,,Aimee,Aimee Heavey,Aimee,Aimee Heavey,,,,2020 Volunteer,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
946772,Dawn Nitzberg,Individual,Primary,"",Dawn,Nitzberg,"","",,"",Dawn Nitzberg,Dawn Nitzberg,Howard Nitzberg,"",Dawn,Dawn Nitzberg,Dawn,Dawn Nitzberg,,"","",Mutual tours,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946777,Matthew Bolt,Individual,Primary,,Matthew,Bolt,,,,,Matthew Bolt,Matthew Bolt,Ayca Yayman,,Matthew,Matthew Bolt,Matthew,Matthew Bolt,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946782,Kyle Carey,Individual,Primary,,Kyle,Carey,,,,,Kyle Carey,Kyle Carey,,,Kyle,Kyle Carey,Kyle,Kyle Carey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946787,Charles Arant,Individual,Primary,,Charles,Arant,,,,,Charles Arant,Charles Arant,,,Charles,Charles Arant,Charles,Charles Arant,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946792,Michael Ciftci,Individual,Primary,,Michael,Ciftci,,,,,Michael Ciftci,Michael Ciftci,,,Michael,Michael Ciftci,Michael,Michael Ciftci,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946797,Jennifer Engle,Individual,Primary,,Jennifer,Engle,,,,,Jennifer Engle,Jennifer Engle,,,Jennifer,Jennifer Engle,Jennifer,Jennifer Engle,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946802,Daniel Dailey,Individual,Primary,,Daniel,Dailey,,,,,Daniel Dailey,Daniel Dailey,,,Daniel,Daniel Dailey,Daniel,Daniel Dailey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946807,Jim Cortese,Individual,Primary,,Jim,Cortese,,,,,Jim Cortese,Jim Cortese,,,Jim,Jim Cortese,Jim,Jim Cortese,,,,Mutual tours,No valid address;No valid phone,Non Donor,,Subscribe,,":2020-07-02: quoted solar a long time ago, a few years ago came out and looked at trees around SFC.  Jim got him out here",No,,2020-03-19
946812,Ralph Ridgell,Individual,Primary,,Ralph,Ridgell,,,,,Ralph Ridgell,Ralph Ridgell,,,Ralph,Ralph Ridgell,Ralph,Ralph Ridgell,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946817,Jasmine Boyd,Individual,Primary,,Jasmine,Boyd,,,,,Jasmine Boyd,Jasmine Boyd,,,Jasmine,Jasmine Boyd,Jasmine,Jasmine Boyd,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946822,Bryan Dennis,Individual,Primary,,Bryan,Dennis,,,,,Bryan Dennis,Bryan Dennis,,,Bryan,Bryan Dennis,Bryan,Bryan Dennis,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946827,Charlotte Omoto,Individual,Primary,,Charlotte,Omoto,,,,,Charlotte Omoto,Charlotte Omoto,,,Charlotte,Charlotte Omoto,Charlotte,Charlotte Omoto,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946832,Debbie Helsley,Individual,Primary,,Debbie,Helsley,,,,,Debbie Helsley,Debbie Helsley,,,Debbie,Debbie Helsley,Debbie,Debbie Helsley,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946837,Cheryl McCarthy,Individual,Primary,,Cheryl,McCarthy,,,,,Cheryl McCarthy,Cheryl McCarthy,,,Cheryl,Cheryl McCarthy,Cheryl,Cheryl McCarthy,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946842,Ryan Verhulst,Individual,Primary,,Ryan,Verhulst,,,,,Ryan Verhulst,Ryan Verhulst,,,Ryan,Ryan Verhulst,Ryan,Ryan Verhulst,,,,,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946847,Rachael,Individual,Primary,,Rachael,,,,,,Rachael,Rachael,,,Rachael,Rachael,Rachael,Rachael,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946852,Paul Platillero,Individual,Primary,,Paul,Platillero,,,,,Paul Platillero,Paul Platillero,,,Paul,Paul Platillero,Paul,Paul Platillero,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946857,Blair Christian,Individual,Primary,,Blair,Christian,,,,,Blair Christian,Blair Christian,,,Blair,Blair Christian,Blair,Blair Christian,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946862,Nathan Cooley,Individual,Primary,,Nathan,Cooley,,,,,Nathan Cooley,Nathan Cooley,,,Nathan,Nathan Cooley,Nathan,Nathan Cooley,,,,,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946867,Caroline Mann,Individual,Primary,,Caroline,Mann,,,,,Caroline Mann,Caroline Mann,,,Caroline,Caroline Mann,Caroline,Caroline Mann,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946872,Charlotte Tolley,Individual,Primary,"",Charlotte,Tolley,"","",,"",Charlotte Tolley,Charlotte Tolley,"","",Charlotte,"Charlotte Tolley, Executive Director



",Charlotte,Charlotte Tolley,,CEO,Nourish Knoxville,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
946877,Brian Hingerty,Individual,Primary,,Brian,Hingerty,,,,,Brian Hingerty,Brian Hingerty,,,Brian,Brian Hingerty,Brian,Brian Hingerty,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946882,Stan Rash,Individual,Primary,,Stan,Rash,,,,,Stan Rash,Stan Rash,,,Stan,Stan Rash,Stan,Stan Rash,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946887,Marcy Whittlesey,Individual,Primary,,Marcy,Whittlesey,,,,,Marcy Whittlesey,Marcy Whittlesey,,,Marcy,Marcy Whittlesey,Marcy,Marcy Whittlesey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946892,Christine Sisson,Individual,Primary,,Christine,Sisson,,,,,Christine Sisson,Christine Sisson,,,Christine,Christine Sisson,Christine,Christine Sisson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946897,Lara Winner,Individual,Primary,,Lara,Winner,,,,,Lara Winner,Lara Winner,,,Lara,Lara Winner,Lara,Lara Winner,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946902,Valarie Johnson,Individual,Primary,"",Valarie,Johnson,"","",,"",Valarie Johnson,Valarie Johnson,"","",Valarie,Valarie Johnson,Valarie,Valarie Johnson,,"",FISH Hospitality Pantries,Mutual tours,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
946907,Don Fike,Individual,Primary,,Don,Fike,,,,,Don Fike,Don Fike,,,Don,Don Fike,Don,Don Fike,,,,,No valid address,Non Donor,,Subscribe,,"has come to potlucks, helped with Microgreens once
",No,,2020-03-19
946912,Annie McWilliams Middleton,Individual,Primary,,Annie,McWilliams Middleton,,,,,Annie McWilliams Middleton,Annie McWilliams Middleton,,,Annie,Annie McWilliams Middleton,Annie,Annie McWilliams Middleton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946917,Alan Moore,Individual,Primary,,Alan,Moore,,,,,Alan Moore,Alan Moore,,,Alan,Alan Moore,Alan,Alan Moore,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946922,Mary Lehn,Individual,Primary,"",Mary,Lehn,"","",,"",Mary Lehn,Mary Lehn,"","",Mary,Mary Lehn,Mary,Mary Lehn,,"","",2020 Volunteer,,Non Donor,,Subscribe,,,No,,2020-03-19
946927,Reinhard Sauter,Individual,Primary,,Reinhard,Sauter,,,,,Reinhard Sauter,Reinhard Sauter,,,Reinhard,Reinhard Sauter,Reinhard,Reinhard Sauter,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946932,Wayne Whitehead,Individual,Primary,"",Wayne,Whitehead,"","",,"",Wayne Whitehead,Wayne Whitehead,"","",Wayne,Wayne Whitehead,Wayne,Wayne Whitehead,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946937,Tripp Goodman,Individual,Primary,,Tripp,Goodman,,,,,Tripp Goodman,Tripp Goodman,,,Tripp,Tripp Goodman,Tripp,Tripp Goodman,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946947,Lisa Lambert P.E.,Individual,Primary,,Lisa,Lambert P.E.,,,,,Lisa Lambert P.E.,Lisa Lambert P.E.,,,Lisa,Lisa Lambert P.E.,Lisa,Lisa Lambert P.E.,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946952,Stephen Levy,Individual,Primary,,Stephen,Levy,,,,,Stephen Levy,Stephen Levy,,,Stephen,Stephen Levy,Stephen,Stephen Levy,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946957,Mitzi Reynolds,Individual,Primary,,Mitzi,Reynolds,,,,,Mitzi Reynolds,Mitzi Reynolds,,,Mitzi,Mitzi Reynolds,Mitzi,Mitzi Reynolds,,,,,No valid address,Non Donor,,Subscribe,,":2020-06-08: came by office maybe a year ago. Very interesting background.  Was going to volunteer and maybe run office.  Played  telephone, did connect
",No,,2020-03-19
946962,Owen Tharp,Individual,Primary,,Owen,Tharp,,,,,Owen Tharp,Owen Tharp,Maggie,,Owen,Owen Tharp,Owen,Owen Tharp,,,,,,Non Donor,,Subscribe,,,No,,2020-03-19
946967,Elana Hampton,Individual,Primary,"",Elana,Hampton,"","",,"",Elana Hampton,Elana Hampton,"","",Elana,Elana Hampton,Elana,Elana Hampton,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946972,Joe Villacci,Individual,Primary,,Joe,Villacci,,,,,Joe Villacci,Joe Villacci,,,Joe,Joe Villacci,Joe,Joe Villacci,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946977,Kenzie Braegelmann,Individual,Primary,,Kenzie,Braegelmann,,,,,Kenzie Braegelmann,Kenzie Braegelmann,,,Kenzie,Kenzie Braegelmann,Kenzie,Kenzie Braegelmann,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946982,Lauren Burgess,Individual,Primary,,Lauren,Burgess,,,,,Lauren Burgess,Lauren Burgess,,,Lauren,Lauren Burgess,Lauren,Lauren Burgess,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946987,Melody Proud,Individual,Primary,,Melody,Proud,,,,,Melody Proud,Melody Proud,,,Melody,Melody Proud,Melody,Melody Proud,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946992,Jack Marshall,Individual,Primary,,Jack,Marshall,,,,,Jack Marshall,Jack Marshall,,,Jack,Jack Marshall,Jack,Jack Marshall,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
946997,Crystal Smith,Individual,Primary,,Crystal,Smith,,,,,Crystal Smith,Crystal Smith,,,Crystal,Crystal Smith,Crystal,Crystal Smith,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947002,Stephen Gallegos,Individual,Primary,,Stephen,Gallegos,,,,,Stephen Gallegos,Stephen Gallegos,,,Stephen,Stephen Gallegos,Stephen,Stephen Gallegos,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947007,Bill Gass,Individual,Primary,,Bill,Gass,,,,,Bill Gass,Bill Gass,,,Bill,Bill Gass,Bill,Bill Gass,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947012,Jennifer Brown,Individual,Primary,,Jennifer,Brown,,,,,Jennifer Brown,Jennifer Brown,,,Jennifer,Jennifer Brown,Jennifer,Jennifer Brown,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947017,Bruce Bower,Individual,Primary,,Bruce,Bower,,,,,Bruce Bower,Bruce Bower,,,Bruce,Bruce Bower,Bruce,Bruce Bower,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947022,John Greene,Individual,Primary,,John Paul,Greene,,,,,John Greene,John Greene,,,John,John Greene,John,John Greene,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947027,Garrett McKinney,Individual,Primary,,Garrett,McKinney,,,,,Garrett McKinney,Garrett McKinney,,,Garrett,Garrett McKinney,Garrett,Garrett McKinney,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947032,Tony Rizzo,Individual,Primary,,Tony,Rizzo,,,,,Tony Rizzo,Tony Rizzo,,,Tony,Tony Rizzo,Tony,Tony Rizzo,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947037,Geoffrey Grosguth,Individual,Primary,,Geoffrey,Grosguth,,,,,Geoffrey Grosguth,Geoffrey Grosguth,,,Geoffrey,Geoffrey Grosguth,Geoffrey,Geoffrey Grosguth,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947042,Sansone  Detillo,Individual,Primary,,Sansone ,Detillo,,,,,Sansone  Detillo,Sansone  Detillo,,,Sansone ,Sansone  Detillo,Sansone ,Sansone  Detillo,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947047,Dave Goforth,Individual,Primary,,Dave,Goforth,,,,,Dave Goforth,Dave Goforth,,,Dave,Dave Goforth,Dave,Dave Goforth,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947052,Robinella Bailey,Individual,Primary,,Robinella,Bailey,,,,,Robinella Bailey,Robinella Bailey,,,Robinella,Robinella Bailey,Robinella,Robinella Bailey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947057,Kayla Stuart,Individual,Primary,"",Kayla,Stuart,"","",,"",Kayla Stuart,Kayla Stuart,"","",Kayla,Kayla Stuart,Kayla,Kayla Stuart,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947062,Robert Shelton,Individual,Primary,,Robert,Shelton,,,,,Robert Shelton,Robert Shelton,,,Robert,Robert Shelton,Robert,Robert Shelton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947067,Kaylan Wisman,Individual,Primary,,Kaylan,Wisman,,,,,Kaylan Wisman,Kaylan Wisman,,,Kaylan,Kaylan Wisman,Kaylan,Kaylan Wisman,,,,,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947072,Matt Detlef,Individual,Primary,"",Matt,Detlef,"","",,"",Matt Detlef,Matt Detlef,"","",Mr.,Matt Detlef,Mr.,Matt Detlef,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947077,Kerry Saltmarsh,Individual,Primary,,Kerry,Saltmarsh,,,,,Kerry Saltmarsh,Kerry Saltmarsh,,,Kerry,Kerry Saltmarsh,Kerry,Kerry Saltmarsh,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947082,Steph Marvel,Individual,Primary,,Steph,Marvel,,,,,Steph Marvel,Steph Marvel,,,Steph,Steph Marvel,Steph,Steph Marvel,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947087,Terry Alexander,Individual,Primary,,Terry,Alexander,,,,,Terry Alexander,Terry Alexander,,,Terry,Terry Alexander,Terry,Terry Alexander,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947092,Art Krebs,Individual,Primary,,Art,Krebs,,,,,Art Krebs,Art Krebs,,,Art,Art Krebs,Art,Art Krebs,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947097,Fred Martin,Individual,Primary,,Fred,Martin,,,,,Fred Martin,Fred Martin,,,Fred,Fred Martin,Fred,Fred Martin,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947102,Ty Hairr,Individual,Primary,,Ty,Hairr,,,,,Ty Hairr,Ty Hairr,,,Ty,Ty Hairr,Ty,Ty Hairr,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947107,Brenda McPhail,Individual,Primary,,Brenda,McPhail,,,,,Brenda McPhail,Brenda McPhail,,,Brenda,Brenda McPhail,Brenda,Brenda McPhail,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947112,Mark Homer,Individual,Primary,"",Mark,Homer,"","",,"",Mark Homer,Mark Homer,"","",Mark,Mark Homer,Mark,Mark Homer,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947117,Chester Little,Individual,Primary,,Chester,Little,,,,,Chester Little,Chester Little,,,Chester,Chester Little,Chester,Chester Little,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947122,Trudy Monaco,Individual,Primary,,Trudy,Monaco,,,,,Trudy Monaco,Trudy Monaco,,,Trudy,Trudy Monaco,Trudy,Trudy Monaco,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947127,Sam Fulbright,Individual,Primary,,Sam,Fulbright,,,,,Sam Fulbright,Sam Fulbright,,,Sam,Sam Fulbright,Sam,Sam Fulbright,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947132,Nancy Nerzak,Individual,Primary,,Nancy,Nerzak,,,,,Nancy Nerzak,Nancy Nerzak,,,Nancy,Nancy Nerzak,Nancy,Nancy Nerzak,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947137,Julie Elfin,Individual,Primary,"",Julie,Elfin,"","",,"",Julie Elfin,Julie Elfin,"","",Julie,Julie Elfin,Julie,Julie Elfin,,"","",,No valid address,Non Donor,,Subscribe,,AmeriCorps,No,,2020-03-19
947142,Larry Woods,Individual,Primary,,Larry,Woods,,,,,Larry Woods,Larry Woods,,,Larry,Larry Woods,Larry,Larry Woods,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947147,Michael Allen CRS GRI,Individual,Primary,,Michael D.,Allen CRS GRI,,,,,Michael Allen CRS GRI,Michael Allen CRS GRI,,,Michael,Michael Allen CRS GRI,Michael,Michael Allen CRS GRI,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947152,Scarlett Davis,Individual,Primary,,Scarlett,Davis,,,,,Scarlett Davis,Scarlett Davis,,,Scarlett,Scarlett Davis,Scarlett,Scarlett Davis,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
947157,Bill Judge,Individual,Primary,,Bill,Judge,,,,,Bill Judge,Bill Judge,,,Bill,Bill Judge,Bill,Bill Judge,,,,,,Non Donor,,Subscribe,,":2020-07-27: when several times to VA to go sailing with him
",No,,2020-03-19
